,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,annual_salary,economic_impact
1201,23,Yes,Travel_Rarely,1320,Research & Development,8,High School,Medical,1684,Very High,Male,93,Medium,Entry-level,Laboratory Technician,High,Single,3989,20586,1,Yes,11,Satisfactory,Low,0,5,2,High,5,4,1,2,47868,9429.996000000001
1202,38,No,Travel_Rarely,1495,Research & Development,4,Associate Degree,Medical,1687,Very High,Female,87,High,Entry-level,Laboratory Technician,High,Married,3306,26176,7,No,19,Satisfactory,Very High,1,7,5,Medium,0,0,0,0,39672,7815.384
1203,53,No,Travel_Rarely,1395,Research & Development,24,Master’s Degree,Medical,1689,Medium,Male,48,Very High,Supervisory,Healthcare Representative,Very High,Married,7005,3458,3,No,15,Satisfactory,High,0,11,2,High,4,3,1,2,84060,17652.6
1204,48,Yes,Travel_Frequently,708,Sales,7,Associate Degree,Medical,1691,Very High,Female,95,High,Entry-level,Sales Representative,High,Married,2655,11740,2,Yes,11,Satisfactory,High,2,19,3,High,9,7,7,7,31860,6276.42
1205,32,Yes,Travel_Rarely,1259,Research & Development,2,Master’s Degree,Life Sciences,1692,Very High,Male,95,High,Entry-level,Laboratory Technician,Medium,Single,1393,24852,1,No,12,Satisfactory,Low,0,1,2,High,1,0,0,0,16716,2691.2760000000003
1206,26,No,Non-Travel,786,Research & Development,7,Bachelor’s Degree,Medical,1693,Very High,Male,76,High,Entry-level,Laboratory Technician,Very High,Single,2570,11925,1,No,20,Exceptional,High,0,7,5,High,7,7,5,7,30840,6075.4800000000005
1207,55,No,Travel_Rarely,1441,Research & Development,22,Bachelor’s Degree,Technical Degree,1694,Low,Male,94,Medium,Entry-level,Research Scientist,Medium,Divorced,3537,23737,5,No,12,Satisfactory,Very High,1,8,1,High,4,2,1,2,42444,8361.468
1208,34,No,Travel_Rarely,1157,Research & Development,5,Associate Degree,Medical,1696,Medium,Male,57,Medium,Intermediate,Laboratory Technician,Very High,Married,3986,11912,1,No,14,Satisfactory,High,1,15,3,Very High,15,10,4,13,47832,9422.904
1209,60,No,Travel_Rarely,370,Research & Development,1,Master’s Degree,Medical,1697,High,Male,92,Low,Supervisory,Healthcare Representative,Very High,Divorced,10883,20467,3,No,20,Exceptional,High,1,19,2,Very High,1,0,0,0,130596,27425.16
1210,33,No,Travel_Rarely,267,Research & Development,21,Bachelor’s Degree,Medical,1698,Medium,Male,79,Very High,Entry-level,Laboratory Technician,Medium,Married,2028,13637,1,No,18,Satisfactory,Very High,3,14,6,High,14,11,2,13,24336,3918.096
1211,37,No,Travel_Frequently,1278,Sales,1,Master’s Degree,Medical,1700,High,Male,31,Low,Intermediate,Sales Executive,Very High,Divorced,9525,7677,1,No,14,Satisfactory,High,2,6,2,Medium,6,3,1,3,114300,24003.0
1212,34,No,Travel_Rarely,678,Research & Development,19,Bachelor’s Degree,Life Sciences,1701,Medium,Female,35,Medium,Entry-level,Research Scientist,Very High,Married,2929,20338,1,No,12,Satisfactory,Medium,0,10,3,High,10,9,8,7,35148,6924.156
1213,23,Yes,Travel_Rarely,427,Sales,7,Bachelor’s Degree,Life Sciences,1702,High,Male,99,High,Entry-level,Sales Representative,Very High,Divorced,2275,25103,1,Yes,21,Exceptional,Medium,1,3,2,High,3,2,0,2,27300,4395.3
1214,44,No,Travel_Rarely,921,Research & Development,2,Bachelor’s Degree,Life Sciences,1703,High,Female,96,Very High,Supervisory,Healthcare Representative,Very High,Married,7879,14810,1,Yes,19,Satisfactory,Medium,1,9,2,High,8,7,6,7,94548,19855.079999999998
1215,35,No,Travel_Frequently,146,Research & Development,2,Master’s Degree,Medical,1704,Low,Male,79,Medium,Entry-level,Research Scientist,Very High,Single,4930,13970,0,Yes,14,Satisfactory,High,0,6,2,Very High,5,4,1,4,59160,12068.64
1216,43,No,Travel_Rarely,1179,Sales,2,Bachelor’s Degree,Medical,1706,Very High,Male,73,High,Intermediate,Sales Executive,Very High,Married,7847,6069,1,Yes,17,Satisfactory,Low,1,10,3,High,10,9,8,8,94164,19774.44
1217,24,No,Travel_Rarely,581,Research & Development,9,Bachelor’s Degree,Medical,1707,High,Male,62,Very High,Entry-level,Research Scientist,High,Married,4401,17616,1,No,16,Satisfactory,Very High,1,5,1,High,5,3,0,4,52812,10773.648
1218,41,No,Travel_Rarely,918,Sales,6,Bachelor’s Degree,Marketing,1708,Very High,Male,35,High,Supervisory,Sales Executive,High,Single,9241,15869,1,No,12,Satisfactory,Medium,0,10,3,High,10,8,8,7,110892,23287.32
1219,29,No,Travel_Rarely,1082,Research & Development,9,Master’s Degree,Medical,1709,Very High,Female,43,High,Entry-level,Laboratory Technician,High,Married,2974,25412,9,No,17,Satisfactory,High,1,9,2,High,5,3,1,2,35688,7030.536
1220,36,No,Travel_Rarely,530,Sales,2,Master’s Degree,Life Sciences,1710,High,Female,51,High,Intermediate,Sales Representative,Very High,Single,4502,7439,3,No,15,Satisfactory,High,0,17,2,Medium,13,7,6,7,54024,11020.895999999999
1221,45,No,Non-Travel,1238,Research & Development,1,High School,Life Sciences,1712,High,Male,74,Medium,Supervisory,Healthcare Representative,High,Married,10748,3395,3,No,23,Exceptional,Very High,1,25,3,Medium,23,15,14,4,128976,27084.96
1222,24,Yes,Travel_Rarely,240,Human Resources,22,High School,Human Resources,1714,Very High,Male,58,Low,Entry-level,Human Resources,High,Married,1555,11585,1,No,11,Satisfactory,High,1,1,2,High,1,0,0,0,18660,3004.26
1223,47,Yes,Travel_Frequently,1093,Sales,9,Bachelor’s Degree,Life Sciences,1716,High,Male,82,Low,Managerial,Sales Executive,High,Married,12936,24164,7,No,11,Satisfactory,High,0,25,3,Low,23,5,14,10,155232,32598.719999999998
1224,26,No,Travel_Rarely,390,Research & Development,17,Master’s Degree,Medical,1718,Very High,Male,62,Low,Entry-level,Laboratory Technician,High,Married,2305,6217,1,No,15,Satisfactory,High,3,3,3,Very High,3,2,0,2,27660,4453.26
1225,45,No,Travel_Rarely,1005,Research & Development,28,Associate Degree,Technical Degree,1719,Very High,Female,48,Medium,Managerial,Research Director,Medium,Single,16704,17119,1,No,11,Satisfactory,High,0,21,2,High,21,6,8,6,200448,42094.08
1226,32,No,Travel_Frequently,585,Research & Development,10,Bachelor’s Degree,Life Sciences,1720,Low,Male,56,High,Entry-level,Research Scientist,High,Married,3433,17360,6,No,13,Satisfactory,Low,1,10,3,Medium,5,2,1,3,41196,8115.612
1227,31,No,Travel_Rarely,741,Research & Development,2,Master’s Degree,Life Sciences,1721,Medium,Male,69,High,Entry-level,Laboratory Technician,High,Married,3477,18103,1,No,14,Satisfactory,Very High,1,6,2,Very High,5,2,0,3,41724,8219.628
1228,41,No,Non-Travel,552,Human Resources,4,Bachelor’s Degree,Human Resources,1722,High,Male,60,Low,Intermediate,Human Resources,Medium,Married,6430,20794,6,No,19,Satisfactory,Medium,1,10,4,High,3,2,1,2,77160,16203.599999999999
1229,40,No,Travel_Rarely,369,Research & Development,8,Associate Degree,Life Sciences,1724,Medium,Female,92,High,Intermediate,Manufacturing Director,Low,Married,6516,5041,2,Yes,16,Satisfactory,Medium,1,18,3,High,1,0,0,0,78192,16420.32
1230,24,No,Travel_Rarely,506,Research & Development,29,High School,Medical,1725,Medium,Male,91,High,Entry-level,Laboratory Technician,Low,Divorced,3907,3622,1,No,13,Satisfactory,Medium,3,6,2,Very High,6,2,1,2,46884,9236.148000000001
1231,46,No,Travel_Rarely,717,Research & Development,13,Master’s Degree,Life Sciences,1727,High,Male,34,High,Intermediate,Healthcare Representative,Medium,Single,5562,9697,6,No,14,Satisfactory,Very High,0,19,3,High,10,7,0,9,66744,13615.776
1232,35,No,Travel_Rarely,1370,Research & Development,27,Master’s Degree,Life Sciences,1728,Very High,Male,49,High,Intermediate,Manufacturing Director,High,Married,6883,5151,2,No,16,Satisfactory,Medium,1,17,3,High,7,7,0,7,82596,17345.16
1233,30,No,Travel_Rarely,793,Research & Development,16,High School,Life Sciences,1729,Medium,Male,33,High,Entry-level,Research Scientist,Very High,Married,2862,3811,1,No,12,Satisfactory,Medium,1,10,2,Medium,10,0,0,8,34344,6765.768
1234,47,No,Non-Travel,543,Sales,2,Master’s Degree,Marketing,1731,High,Male,87,High,Intermediate,Sales Executive,Medium,Married,4978,3536,7,No,11,Satisfactory,Very High,1,4,3,Low,1,0,0,0,59736,12186.143999999998
1235,46,No,Travel_Rarely,1277,Sales,2,Bachelor’s Degree,Life Sciences,1732,High,Male,74,High,Supervisory,Sales Executive,Very High,Divorced,10368,5596,4,Yes,12,Satisfactory,Medium,1,13,5,Medium,10,6,0,3,124416,26127.36
1236,36,Yes,Travel_Rarely,1456,Sales,13,Doctorate,Marketing,1733,Medium,Male,96,Medium,Intermediate,Sales Executive,Low,Divorced,6134,8658,5,Yes,13,Satisfactory,Medium,3,16,3,High,2,2,2,2,73608,15016.032
1237,32,Yes,Travel_Rarely,964,Sales,1,Associate Degree,Life Sciences,1734,Low,Male,34,Low,Intermediate,Sales Executive,Medium,Single,6735,12147,6,No,15,Satisfactory,Medium,0,10,2,High,0,0,0,0,80820,16972.2
1238,23,No,Travel_Rarely,160,Research & Development,4,High School,Medical,1735,High,Female,51,High,Entry-level,Laboratory Technician,Medium,Single,3295,12862,1,No,13,Satisfactory,High,0,3,3,Low,3,2,1,2,39540,7789.38
1239,31,No,Travel_Frequently,163,Research & Development,24,High School,Technical Degree,1736,Very High,Female,30,High,Intermediate,Manufacturing Director,Very High,Single,5238,6670,2,No,20,Exceptional,Very High,0,9,3,Medium,5,4,1,4,62856,12822.624
1240,39,No,Non-Travel,792,Research & Development,1,Bachelor’s Degree,Life Sciences,1737,Very High,Male,77,High,Intermediate,Laboratory Technician,Very High,Married,6472,8989,1,Yes,15,Satisfactory,Very High,1,9,2,High,9,8,5,8,77664,16309.439999999999
1241,32,No,Travel_Rarely,371,Sales,19,Bachelor’s Degree,Life Sciences,1739,Very High,Male,80,Low,Supervisory,Sales Executive,High,Married,9610,3840,3,No,13,Satisfactory,High,1,10,2,Low,4,3,0,2,115320,24217.2
1242,40,No,Travel_Rarely,611,Sales,7,Master’s Degree,Medical,1740,Medium,Male,88,High,Executive,Manager,Medium,Single,19833,4349,1,No,14,Satisfactory,Medium,0,21,3,Medium,21,8,12,8,237996,49979.159999999996
1243,45,No,Travel_Rarely,176,Human Resources,4,Bachelor’s Degree,Life Sciences,1744,High,Female,56,Low,Supervisory,Human Resources,High,Married,9756,6595,4,No,21,Exceptional,High,2,9,2,Very High,5,0,0,3,117072,24585.12
1244,30,No,Travel_Frequently,1312,Research & Development,2,Master’s Degree,Technical Degree,1745,Very High,Female,78,Medium,Entry-level,Research Scientist,Low,Single,4968,26427,0,No,16,Satisfactory,Very High,0,10,2,High,9,7,0,7,59616,12161.663999999999
1245,24,No,Travel_Frequently,897,Human Resources,10,Bachelor’s Degree,Medical,1746,Low,Male,59,High,Entry-level,Human Resources,Very High,Married,2145,2097,0,No,14,Satisfactory,Very High,1,3,2,High,2,2,2,1,25740,4144.14
1246,30,Yes,Travel_Frequently,600,Human Resources,8,Bachelor’s Degree,Human Resources,1747,High,Female,66,Medium,Entry-level,Human Resources,Very High,Divorced,2180,9732,6,No,11,Satisfactory,High,1,6,0,Medium,4,2,1,2,26160,4211.76
1247,31,No,Travel_Rarely,1003,Sales,5,Bachelor’s Degree,Technical Degree,1749,Low,Male,51,High,Intermediate,Sales Executive,High,Married,8346,20943,1,No,19,Satisfactory,High,1,6,3,High,5,2,0,2,100152,21031.92
1248,27,No,Travel_Rarely,1054,Research & Development,8,Bachelor’s Degree,Medical,1751,High,Female,67,High,Entry-level,Research Scientist,Very High,Single,3445,6152,1,No,11,Satisfactory,High,0,6,5,Medium,6,2,1,4,41340,8143.9800000000005
1249,29,Yes,Travel_Rarely,428,Sales,9,Bachelor’s Degree,Marketing,1752,Medium,Female,52,Low,Entry-level,Sales Representative,Medium,Single,2760,14630,1,No,13,Satisfactory,High,0,2,3,High,2,2,2,2,33120,6524.64
1250,29,No,Travel_Frequently,461,Research & Development,1,Bachelor’s Degree,Life Sciences,1753,Very High,Male,70,Very High,Intermediate,Healthcare Representative,High,Single,6294,23060,8,Yes,12,Satisfactory,Very High,0,10,5,Very High,3,2,0,2,75528,15860.88
1251,30,No,Travel_Rarely,979,Sales,15,Associate Degree,Marketing,1754,High,Male,94,Medium,Supervisory,Sales Executive,Low,Divorced,7140,3088,2,No,11,Satisfactory,Low,1,12,2,High,7,7,1,7,85680,17992.8
1252,34,No,Travel_Rarely,181,Research & Development,2,Master’s Degree,Medical,1755,Very High,Male,97,Very High,Entry-level,Research Scientist,Very High,Married,2932,5586,0,Yes,14,Satisfactory,Low,3,6,3,High,5,0,1,2,35184,6931.2480000000005
1253,33,No,Non-Travel,1283,Sales,2,Bachelor’s Degree,Marketing,1756,Very High,Female,62,High,Intermediate,Sales Executive,Medium,Single,5147,10697,8,No,15,Satisfactory,Very High,0,13,2,Medium,11,7,1,7,61764,12599.856
1254,49,No,Travel_Rarely,1313,Sales,11,Master’s Degree,Marketing,1757,Very High,Female,80,High,Intermediate,Sales Executive,Very High,Single,4507,8191,3,No,12,Satisfactory,High,0,8,1,Very High,5,1,0,4,54084,11033.135999999999
1255,33,Yes,Travel_Rarely,211,Sales,16,Bachelor’s Degree,Life Sciences,1758,Low,Female,74,High,Supervisory,Sales Executive,Low,Single,8564,10092,2,Yes,20,Exceptional,High,0,11,2,Medium,0,0,0,0,102768,21581.28
1256,38,No,Travel_Frequently,594,Research & Development,2,Associate Degree,Medical,1760,High,Female,75,Medium,Entry-level,Laboratory Technician,Medium,Married,2468,15963,4,No,14,Satisfactory,Medium,1,9,4,Medium,6,1,0,5,29616,4768.176
1257,31,Yes,Travel_Rarely,1079,Sales,16,Master’s Degree,Marketing,1761,Low,Male,70,High,Supervisory,Sales Executive,High,Married,8161,19002,2,No,13,Satisfactory,Low,3,10,2,High,1,0,0,0,97932,20565.719999999998
1258,29,No,Travel_Rarely,590,Research & Development,4,Bachelor’s Degree,Technical Degree,1762,Very High,Female,91,Medium,Entry-level,Research Scientist,Low,Divorced,2109,10007,1,No,13,Satisfactory,High,1,1,2,High,1,0,0,0,25308,4074.588
1259,30,No,Travel_Rarely,305,Research & Development,16,Bachelor’s Degree,Life Sciences,1763,High,Male,58,Very High,Intermediate,Healthcare Representative,High,Married,5294,9128,3,No,16,Satisfactory,High,1,10,3,High,7,0,1,7,63528,12959.712
1260,32,No,Non-Travel,953,Research & Development,5,Master’s Degree,Technical Degree,1764,Medium,Male,65,High,Entry-level,Research Scientist,Medium,Single,2718,17674,2,No,14,Satisfactory,Medium,0,12,3,High,7,7,0,7,32616,6425.352
1261,38,No,Travel_Rarely,833,Research & Development,18,Bachelor’s Degree,Medical,1766,Medium,Male,60,Low,Intermediate,Healthcare Representative,Very High,Married,5811,24539,3,Yes,16,Satisfactory,High,1,15,2,High,1,0,1,0,69732,14225.328
1262,43,Yes,Travel_Frequently,807,Research & Development,17,Bachelor’s Degree,Technical Degree,1767,High,Male,38,Medium,Entry-level,Research Scientist,High,Married,2437,15587,9,Yes,16,Satisfactory,Very High,1,6,4,High,1,0,0,0,29244,4708.284000000001
1263,42,No,Travel_Rarely,855,Research & Development,12,Bachelor’s Degree,Medical,1768,Medium,Male,57,High,Entry-level,Laboratory Technician,Medium,Divorced,2766,8952,8,No,22,Exceptional,Medium,3,7,6,Medium,5,3,0,4,33192,6538.8240000000005
1264,55,No,Travel_Rarely,478,Research & Development,2,Bachelor’s Degree,Medical,1770,High,Male,60,Medium,Executive,Research Director,Low,Married,19038,19805,8,No,12,Satisfactory,Medium,3,34,2,High,1,0,0,0,228456,47975.759999999995
1265,33,No,Non-Travel,775,Research & Development,4,Bachelor’s Degree,Technical Degree,1771,Very High,Male,90,High,Intermediate,Research Scientist,Medium,Divorced,3055,6194,5,No,15,Satisfactory,Very High,2,11,2,Medium,9,8,1,7,36660,7222.02
1266,41,No,Travel_Rarely,548,Research & Development,9,Master’s Degree,Life Sciences,1772,High,Male,94,High,Entry-level,Laboratory Technician,Low,Divorced,2289,20520,1,No,20,Exceptional,Medium,2,5,2,High,5,3,0,4,27468,4422.348
1267,34,No,Non-Travel,1375,Sales,10,Bachelor’s Degree,Life Sciences,1774,Very High,Male,87,High,Intermediate,Sales Executive,High,Divorced,4001,12313,1,Yes,14,Satisfactory,High,1,15,3,High,15,14,0,7,48012,9458.364
1268,53,No,Non-Travel,661,Research & Development,1,Master’s Degree,Medical,1775,Low,Female,60,Medium,Managerial,Manufacturing Director,High,Married,12965,22308,4,Yes,20,Exceptional,Very High,3,27,2,Medium,3,2,0,2,155580,32671.8
1269,43,No,Travel_Rarely,244,Human Resources,2,Bachelor’s Degree,Life Sciences,1778,Medium,Male,97,High,Entry-level,Human Resources,Very High,Single,3539,5033,0,No,13,Satisfactory,Medium,0,10,5,High,9,7,1,8,42468,8366.196
1270,34,No,Travel_Rarely,511,Sales,3,Associate Degree,Life Sciences,1779,Very High,Female,32,Low,Intermediate,Sales Executive,Very High,Single,6029,25353,5,No,12,Satisfactory,Low,0,6,3,High,2,2,2,2,72348,14758.991999999998
1271,21,Yes,Travel_Rarely,337,Sales,7,High School,Marketing,1780,Medium,Male,31,High,Entry-level,Sales Representative,Medium,Single,2679,4567,1,No,13,Satisfactory,Medium,0,1,3,High,1,0,1,0,32148,6333.156
1272,38,No,Travel_Rarely,1153,Research & Development,6,Associate Degree,Other,1782,Very High,Female,40,Medium,Entry-level,Laboratory Technician,High,Married,3702,16376,1,No,11,Satisfactory,Medium,1,5,3,High,5,4,0,4,44424,8751.528
1273,22,Yes,Travel_Rarely,1294,Research & Development,8,High School,Medical,1783,High,Female,79,High,Entry-level,Laboratory Technician,Low,Married,2398,15999,1,Yes,17,Satisfactory,High,0,1,6,High,1,0,0,0,28776,4632.936
1274,31,No,Travel_Rarely,196,Sales,29,Master’s Degree,Marketing,1784,Low,Female,91,Medium,Intermediate,Sales Executive,Very High,Married,5468,13402,1,No,14,Satisfactory,Low,2,13,3,High,12,7,5,7,65616,13385.663999999999
1275,51,No,Travel_Rarely,942,Research & Development,3,Bachelor’s Degree,Technical Degree,1786,Low,Female,53,High,Supervisory,Manager,High,Married,13116,22984,2,No,11,Satisfactory,Very High,0,15,2,High,2,2,2,2,157392,33052.32
1276,37,No,Travel_Rarely,589,Sales,9,Associate Degree,Marketing,1787,Medium,Male,46,Medium,Intermediate,Sales Executive,Medium,Married,4189,8800,1,No,14,Satisfactory,Low,2,5,2,High,5,2,0,3,50268,10254.671999999999
1277,46,No,Travel_Rarely,734,Research & Development,2,Master’s Degree,Medical,1789,High,Male,46,High,Executive,Research Director,Very High,Divorced,19328,14218,7,Yes,17,Satisfactory,High,1,24,3,High,2,1,2,2,231936,48706.56
1278,36,No,Travel_Rarely,1383,Research & Development,10,Bachelor’s Degree,Life Sciences,1790,Very High,Male,90,High,Supervisory,Healthcare Representative,Low,Married,8321,25949,7,Yes,13,Satisfactory,Very High,1,15,1,High,12,8,5,7,99852,20968.92
1279,44,Yes,Travel_Frequently,429,Research & Development,1,Associate Degree,Medical,1792,High,Male,99,High,Entry-level,Research Scientist,Medium,Divorced,2342,11092,1,Yes,12,Satisfactory,High,3,6,2,Medium,5,3,2,3,28104,4524.744
1280,37,No,Travel_Rarely,1239,Human Resources,8,Associate Degree,Other,1794,High,Male,89,High,Intermediate,Human Resources,Medium,Divorced,4071,12832,2,No,13,Satisfactory,High,0,19,4,Medium,10,0,4,7,48852,9623.844000000001
1281,35,Yes,Travel_Rarely,303,Sales,27,Bachelor’s Degree,Life Sciences,1797,High,Male,84,High,Intermediate,Sales Executive,Very High,Single,5813,13492,1,Yes,18,Satisfactory,Very High,0,10,2,High,10,7,7,7,69756,14230.223999999998
1282,33,No,Travel_Rarely,867,Research & Development,8,Master’s Degree,Life Sciences,1798,Very High,Male,90,Very High,Entry-level,Research Scientist,Low,Married,3143,6076,6,No,19,Satisfactory,Medium,1,14,1,High,10,8,7,6,37716,7430.052000000001
1283,28,No,Travel_Rarely,1181,Research & Development,1,Bachelor’s Degree,Life Sciences,1799,High,Male,82,High,Entry-level,Research Scientist,Very High,Married,2044,5531,1,No,11,Satisfactory,High,1,5,6,Very High,5,3,0,3,24528,3949.0080000000003
1284,39,No,Travel_Rarely,1253,Research & Development,10,High School,Medical,1800,High,Male,65,High,Supervisory,Research Director,High,Single,13464,7914,7,No,21,Exceptional,High,0,9,3,High,4,3,2,2,161568,33929.28
